item,feedfieldname,title,description,datatypecode,filecode,tablecode,heirarchycode,units,polarity,includedinscores,pillaritem,catitem,reglicflag,valuescoreexists,asrepexists,sourceexists
225,OtherMinoritiesBoardPercent,Other - Ethnic Minorities Board Percentage,Percentage of board members whose race/ethnicity for U.S. operations is classified as other,3,4,5,1,Percentage,Positive,,5,14,,N,Y,Y
226,PolicyBoardDiversity,Policy Board Diversity,"Does the company have a policy regarding the gender diversity of its board? - the company strives to maintain a well-balanced board through an adequate female and/or intercultural (race, religion, culture) representation on the board",1,4,5,1,Y/N,Positive,,5,14,,N,N,Y
227,PolicyBoardExperience,Policy Board Experience,Does the company have a policy regarding the adequate experience on its board? - the company strives to maintain a well-balanced board through an adequate representation of experience and expertise (financial or industry) on the board.,1,4,5,1,Y/N,Positive,,5,14,,N,N,Y
228,PolicyBoardIndependence,Policy Board Independence,Does the company have a policy regarding the independence of its board? - the company strives to maintain a well-balanced board through an adequate number of independent board members  - independent board members maintain integrity and independence in decision making,1,4,5,1,Y/N,Positive,,5,14,,N,N,Y
229,PolicyBoardSize,Policy Board Size,"Does the company have a policy regarding the size of its board? - the company strives to maintain a well-balanced board through an adequate number of board members  - numerical boundaries set as to the ideal size of the BOD(board of directors), number of individuals (board members) who can sit on BOD",1,4,5,1,Y/N,Positive,,5,14,,N,N,Y
230,PolicyExecutiveCompensationESGPerformance,Policy Executive Compensation ESG Performance,"Does the company have an extra-financial performance oriented compensation policy? - the compensation policy includes remuneration for the CEO, executive directors, non-board executives, and other management bodies based on ESG or sustainability factors",1,4,5,1,Y/N,Positive,,5,14,,N,N,Y
231,PolicyExecutiveCompensationPerformance,Policy Executive Compensation Performance,"Does the company have a performance oriented compensation policy? - the compensation policy includes remuneration for the CEO, executive directors, non-board executives, and other management bodies - consider performance based compensation incentive plans for executives",1,4,5,1,Y/N,Positive,,5,14,,N,N,Y
232,PolicyExecutiveRetention,Policy Executive Retention,"Does the company have a general, all-purpose policy regarding compensation to attract and retain executives?",1,4,5,1,Y/N,Positive,,5,14,,N,N,Y
233,RecentManagementCompensationControversies,Recent Mgt Compensation Controversies,Number of controversies published in the media linked to high executive or board compensation published since the last fiscal year company update. - lawsuits against company filed by board members - lawsuits filed where compensation is paid unjustifiable - any wrong statements on management compensation by the company,4,4,5,1,Number,Negative,TRESGC,5,14,,N,Y,Y
234,ShareholdersApprovalStockCompensationPlan,Shareholders Approval Stock Compensation Plan,"Does the company require that shareholder approval is obtained prior to the adoption of any stock based compensation plans? - relates to any stock-based compensation plan - equity, stock-option plans, restricted stock compensation, warrants, stock appreciation rights  - approval of new share-based compensation plan or the renewal of an existing plan by shareholders",1,4,5,1,Y/N,Positive,TRESG,5,14,,Y,N,Y
235,SuccessionPlan,Succession Plan,Does the company have a succession plan for executive management (key board members) in the event of unforeseen circumstances?,1,4,5,1,Y/N,Positive,TRESG,5,14,,Y,N,Y
236,TotalSeniorExecutivesCompensation,Total Senior Executives Compensation,The total compensation paid to all senior executives as reported by the company.,5,4,5,1,Currency = Local Reporting Currency,Negative,,5,14,,N,Y,Y
237,WhiteMinoritiesBoardPercent,White - Ethnic Minorities Board Percentage,Percentage of board members for U.S. operations who are White,3,4,5,1,Percentage,Positive,,5,14,,N,Y,Y
238,AuditCommitteeExpertise,Audit Committee Expertise,"Does the company have an audit committee with at least three members and at least one ""financial expert"" within the meaning of Sarbanes-Oxley?",1,4,6,2,Y/N,Positive,,5,14,,N,N,N
239,AuditCommitteeIndependence,Audit Committee Independence,Percentage of independent board members on the audit committee as stipulated by the company.,3,4,6,2,Percentage,Positive,TRESG,5,14,,Y,N,N
240,AuditCommitteeManagementIndependence,Audit Committee Mgt Independence,Does the company report that all audit committee members are non-executives?,1,4,6,2,Y/N,Positive,TRESG,5,14,,Y,N,N
241,AverageBoardTenure,Average Board Tenure,Average number of years each board member has been on the board.,3,4,6,2,Years,Positive,TRESG,5,14,,Y,N,N
242,BoardAttendance,Board Attendance,Does the company publish information about the attendance of the individual board members at board meetings?,1,4,6,2,Y/N,Positive,TRESG,5,14,,Y,N,N
243,BoardBackgroundAndSkills,Board Background and Skills,Does the company describe the professional experience or skills or the age of every board member?,1,4,6,2,Y/N,Positive,TRESG,5,14,,Y,N,N
244,BoardCulturalDiversityPercent,"Board Cultural Diversity, Percent",Percentage of board members that have a cultural background different from the location of the corporate headquarters.,3,4,6,2,Percentage,Positive,"TRESG , D&I",5,14,,Y,N,N
245,BoardFunctionsPolicy,Board Functions Policy,Does the company have a policy for maintaining effective board functions?,1,4,6,2,Y/N,Positive,TRESG,5,14,,Y,N,N
246,BoardGenderDiversityPercent,"Board Gender Diversity, Percent",Percentage of female  on the board.,3,4,6,2,Percentage,Positive,"TRESG , D&I",5,14,3,Y,N,N
247,BoardIndividualReElection,Board Individual Re-election,Are all board member individually subject to re-election (no classified or staggered board structure)?,1,4,6,2,Y/N,Positive,TRESG,5,14,,Y,N,N
248,BoardMemberAffiliations,Board Member Affiliations,Average number of other corporate affiliations for the board member.,3,4,6,2,Number,Negative,TRESG,5,14,,Y,N,N
249,BoardMemberCompensation,Board Member Compensation,Total compensation of the board members in US dollars.,5,4,6,2,Currency = USD,Negative,,5,14,,N,N,N
250,BoardSizeMoreTenLessEight,Board Size More Ten Less Eight,Total number of board members which are in excess of ten or below eight.,4,4,6,2,Number,Negative,TRESG,5,14,,Y,N,N
251,BoardSpecificSkillsPercent,"Board Specific Skills, Percent",Percentage of board members who have either an industry specific background or a strong financial background.,3,4,6,2,Percentage,Positive,TRESG,5,14,,Y,N,N
252,BoardStructurePolicy,Board Structure Policy,Does the company have a policy for maintaining a well-balanced membership of the board?,1,4,6,2,Y/N,Positive,TRESG,5,14,,Y,N,N
253,CeoChairmanSeparation,CEO Chairman Duality,Does the CEO simultaneously chair the board or has the chairman of the board been the CEO of the company?,1,4,6,2,Y/N,Negative,TRESG,5,14,,Y,N,N
254,CompensationCommitteeIndependence,Compensation Committee Independence,Percentage of independent board members on the compensation committee as stipulated by the company.,3,4,6,2,Percentage,Positive,TRESG,5,14,,Y,N,N
255,CompensationCommitteeManagementIndependence,Compensation Committee Mgt Independence,Does the company report that all compensation committee members are non-executives?,1,4,6,2,Y/N,Positive,TRESG,5,14,,Y,N,N
256,ExecutiveCompensationControversies,Executive Compensation Controversies,Is the company under the spotlight of the media because of a controversy linked to high executive or board compensation?,1,4,6,2,Y/N,Negative,,5,14,,N,N,N
257,ExecutiveCompensationLinkToObjectives,Executive Compensation LT Objectives,Is the management and board members remuneration partly linked to objectives or targets which are more than two years forward looking?,1,4,6,2,Y/N,Positive,TRESG,5,14,,Y,N,N
258,ExecutiveCompensationPolicy,Executive Compensation Policy,Does the company have a policy for performance-oriented compensation that attracts and retain the senior executives and board members?,1,4,6,2,Y/N,Positive,TRESG,5,14,,Y,N,N
259,ExecutiveIndividualCompensation,Executive Individual Compensation,Does the company provide information about the total individual compensation of all executives and board members?,1,4,6,2,Y/N,Positive,TRESG,5,14,,Y,N,N
260,ExecutiveMembersGenderDiversityPercent,"Executive Members Gender Diversity, Percent",Percentage of female executive members.,3,4,6,2,Percentage,Positive,TRESG,5,14,,Y,N,N
261,ExecutivesCulturalDiversity,Executives Cultural Diversity,Percentage of senior executives that have a cultural background different from the location of the corporate headquarters.,3,4,6,2,Percentage,Positive,TRESG,5,14,,Y,N,N
262,HighestRemunerationPackage,Highest Remuneration Package,Highest remuneration package within the company in US dollars.,5,4,6,2,Currency = USD,Negative,TRESG,5,14,,Y,N,N
263,IndependentBoardMembers,Independent Board Members,Percentage of independent board members as reported by the company.,3,4,6,2,Percentage,Positive,TRESG,5,14,1,Y,N,N
264,NominationCommitteeIndependence,Nomination Committee Independence,Percentage of independent board members on the nomination committee as stipulated by the company.,3,4,6,2,Percentage,Positive,TRESG,5,14,,Y,N,N
